,county,case_id,state,areaname,median_family_income,total_cost,index
1679,Tooele,2829,UT,"Tooele County, UT HUD Metro FMR Area",82638.9609375,74388.18888,0.44012526468685886
1680,Toole,1671,MT,"Toole County, MT",65387.25390625,69685.83660000001,0.3211585997271998
1681,Toombs,531,GA,"Toombs County, GA",55795.671875,59958.965639999995,0.31581644825604005
1682,Torrance,1853,NM,"Albuquerque, NM MSA",51122.58984375,66469.14156,0.2045375394881253
1683,Towner,2065,ND,"Towner County, ND",77987.4375,66524.10852,0.4824482030846409
1684,Towns,532,GA,"Towns County, GA",55090.24609375,62819.96964,0.27886520388488306
1685,Traill,2066,ND,"Traill County, ND",89251.71875,63847.91844,0.637918959664345
1686,Transylvania,2005,NC,"Transylvania County, NC",63395.21484375,69216.61596,0.3057061009824922
1687,Traverse,1413,MN,"Traverse County, MN",70555.2734375,64827.75576000001,0.42457187360859105
1688,Travis,2779,TX,"Austin-Round Rock, TX MSA",99445.0234375,79991.74224,0.531298010058372
1689,Treasure,1672,MT,"Treasure County, MT",56957.015625,77865.2352,0.17859672478798314
1690,Trego,992,KS,"Trego County, KS",79065.609375,64832.05812,0.5149996262188331
1691,Trempealeau,3138,WI,"Trempealeau County, WI",73892.453125,72496.10892,0.37695162611564265
1692,Treutlen,533,GA,"Treutlen County, GA",50714.9375,61182.55344,0.24575129721561
1693,Trigg,1110,KY,"Clarksville, TN-KY MSA",63941.484375,68519.499,0.3176239707411787
1694,Trimble,1111,KY,"Louisville, KY-IN HUD Metro FMR Area",62425.890625,68873.60579999999,0.2991494789127176
1695,Trinity,239,CA,"Trinity County, CA",51822.369140625,69141.3711,0.19102494136827775
1696,Tripp,2452,SD,"Tripp County, SD",67986.15625,69213.65520000001,0.35145180089824307
1697,Troup,534,GA,"Troup County, GA",60429.73828125,62398.13136,0.3419325647377621
1698,Trousdale,2542,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",60821.98828125,69027.51024,0.28174109775393197
1699,Trumbull,2148,OH,"Youngstown-Warren-Boardman, OH HUD Metro FMR Area",61474.0234375,62237.61624,0.3552192565018955
1700,Tucker,3068,WV,"Tucker County, WV",59269.42578125,76896.40920000001,0.20567626632673203
1701,Tulare,240,CA,"Visalia-Porterville, CA MSA",54760.6328125,71063.39796,0.20555129760513907
1702,Tulsa,2230,OK,"Tulsa, OK HUD Metro FMR Area",72560.6640625,72756.90804,0.361816683322584
1703,Tunica,1494,MS,"Tunica County, MS HUD Metro FMR Area",42712.8828125,64310.58924,0.13219817825862565
1704,Tuolumne,241,CA,"Tuolumne County, CA",77912.4765625,85072.15884,0.3056674944661202
1705,Turner,535,GA,"Sioux Falls, SD MSA",63184.201171875,65364.359580000004,0.34068622428354917
1706,Tuscaloosa,63,AL,"Tuscaloosa, AL HUD Metro FMR Area",70579.9140625,73247.66832,0.33857220445845193
1707,Tuscarawas,2149,OH,"Tuscarawas County, OH",66737.53125,65881.52004,0.37263150049345656
1708,Tuscola,1331,MI,"Tuscola County, MI",61785.1484375,64382.72304,0.33586697780479713
1709,Twiggs,536,GA,"Macon-Bibb County, GA HUD Metro FMR Area",54204.09375,60249.014520000004,0.29452064723173993
1710,Twin Falls,599,ID,"Twin Falls County, ID HUD Metro FMR Area",64150.95703125,70944.01356,0.2976774079515136
1711,Tyler,2781,TX,"Tyler County, TX",60389.693359375,67091.43564000001,0.294825709186057
1712,Tyrrell,2006,NC,"Tyrrell County, NC",51896.81640625,72056.77728000001,0.17083509154588455
1713,Uinta,3169,WY,"Uinta County, WY",79810.0546875,79467.68244,0.36664535545775123
1714,Uintah,2830,UT,"Uintah County, UT",75603.1484375,77783.97528,0.34435100140881647
1715,Ulster,1911,NY,"Kingston, NY MSA",85049.9453125,100366.25616,0.25849164538880126
1716,Umatilla,2265,OR,"Umatilla County, OR",66698.515625,77262.21768,0.2694363270140286
1717,Unicoi,2543,TN,"Johnson City, TN MSA",51131.828125,60791.04732,0.2541576071506486
1718,Union,181,AR,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",69014.06571691176,69971.49902117647,0.3542445045909117
1719,Union Parish,1175,LA,"Monroe, LA MSA",62528.5703125,63555.11748,0.35254279617039863
1720,Upshur,2782,TX,"Longview, TX HUD Metro FMR Area",61357.474609375,71148.53166000001,0.2688235768906988
1721,Upson,538,GA,"Upson County, GA",54873.58203125,60000.684120000005,0.30477792232221224
1722,Upton,2783,TX,"Upton County, TX",73601.8671875,62059.42212,0.49187164240987935
1723,Utah,2831,UT,"Provo-Orem, UT MSA",83108.21875,74034.13488,0.4481559409044255
1724,Uvalde,2784,TX,"Uvalde County, TX",53047.88671875,58061.355,0.30415962838512045
1725,Val Verde,2785,TX,"Val Verde County, TX",51954.31640625,58726.69824,0.2841899671746915
1726,Valdez-Cordova Census Area,93,AK,"Valdez-Cordova Census Area, AK",101760.515625,82169.69748,0.5280087830384407
1727,Valencia,1855,NM,"Albuquerque, NM MSA",56368.64453125,68706.28176,0.23990465123706886
1728,Valley,600,ID,"Valley County, ID",75307.08072916667,74414.10356,0.37194700546068943
1729,Van Buren,182,AR,"Kalamazoo-Portage, MI MSA",58557.3212890625,63550.26801,0.3095226866313244
1730,Van Wert,2151,OH,"Van Wert County, OH",67089.734375,61668.48552,0.4242684436149624
1731,Van Zandt,2786,TX,"Van Zandt County, TX",65720.9765625,64559.52336000001,0.376075899200436
1732,Vance,2008,NC,"Vance County, NC",50689.26953125,63292.798919999994,0.22642283102364316
1733,Vanderburgh,785,IN,"Evansville, IN-KY MSA",68162.765625,73281.08592000001,0.31553431849392805
1734,Venango,2332,PA,"Venango County, PA",63474.27734375,61654.509959999996,0.3840197287200654
1735,Ventura,242,CA,"Oxnard-Thousand Oaks-Ventura, CA MSA",102284.1953125,105247.2432,0.34427087948286245
1736,Vermilion,693,IL,"Danville, IL MSA",60739.83984375,72921.00756,0.2485374147441389
1737,Vermilion Parish,1176,LA,"Vermilion Parish, LA HUD Metro FMR Area",65086.39453125,67223.36808,0.3417647697853438
1738,Vermillion,786,IN,"Terre Haute, IN HUD Metro FMR Area",62009.0,71080.23804,0.275712489488918
1739,Vernon,1613,MO,"Vernon County, MO",61525.876953125,65848.67094000001,0.31842758886305284
1740,Vernon Parish,1177,LA,"Vernon Parish, LA",60951.3671875,69990.19152,0.2746617339004349
1741,Victoria,2787,TX,"Victoria, TX MSA",70408.4375,69556.46772,0.372118286643816
1742,Vigo,787,IN,"Terre Haute, IN HUD Metro FMR Area",62397.13671875,72564.2256,0.26710230922610995
1743,Vilas,3140,WI,"Vilas County, WI",61062.265625,74552.60208000001,0.2389535759019151
1744,Vinton,2152,OH,"Vinton County, OH",59649.3515625,64664.83656,0.31021583913225176
1745,Virginia Beach city,2979,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",90928.5234375,88305.94272,0.38414603044901036
1746,Volusia,390,FL,"Deltona-Daytona Beach-Ormond Beach, FL HUD Metro FMR Area",64295.73828125,71513.83452,0.294106684373958
1747,Wabash,694,IL,"Wabash County, IL",69221.9375,68605.3668,0.3698703312578239
1748,Wabasha,1414,MN,"Wabasha County, MN HUD Metro FMR Area",82619.453125,79962.83232,0.3865752581844064
1749,Wabaunsee,993,KS,"Topeka, KS MSA",74757.046875,70430.72124,0.406014829665275
1750,Wadena,1415,MN,"Wadena County, MN",59177.01171875,62631.12924,0.32566292107812594
1751,Wagoner,2231,OK,"Tulsa, OK HUD Metro FMR Area",76038.5234375,75936.47424,0.36460207865623967
1752,Wahkiakum,3017,WA,"Wahkiakum County, WA",68070.3515625,68313.54792,0.3612220257598462
1753,Wake,2009,NC,"Raleigh, NC MSA",103236.0625,82908.066,0.5326738317747013
1754,Wakulla,391,FL,"Wakulla County, FL HUD Metro FMR Area",72819.421875,68361.26088,0.408625781422718
1755,Waldo,1199,ME,"Waldo County, ME",66621.5,73761.90384,0.29695295781050257
1756,Walker,64,AL,"Chattanooga, TN-GA MSA",61581.838541666664,66661.40920000001,0.31115438705119625
1757,Walla Walla,3018,WA,"Walla Walla County, WA HUD Metro FMR Area",74423.328125,76808.76624,0.34226951586918614
1758,Wallace,994,KS,"Wallace County, KS",81290.734375,68420.48640000001,0.49332940864804525
1759,Waller,2789,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",75866.015625,71875.74983999999,0.40194093624675326
1760,Wallowa,2267,OR,"Wallowa County, OR",67924.5390625,77309.60796000001,0.2800023124871753
1761,Walsh,2067,ND,"Walsh County, ND",72667.453125,64606.77528,0.4496716208633212
1762,Walthall,1496,MS,"Walthall County, MS",45584.9140625,60559.96296,0.19323776556694527
1763,Walton,392,FL,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",73737.921875,73932.22308,0.36186435025329694
1764,Walworth,2455,SD,"Walworth County, SD",77398.0390625,69498.59736,0.4420195226282483
1765,Wapello,885,IA,"Wapello County, IA",60364.0234375,61782.431880000004,0.3478516551357769
1766,Ward,2068,ND,"Ward County, ND",79898.875,66551.83986,0.5019077994139136
1767,Ware,541,GA,"Ware County, GA",50313.44921875,58976.8488,0.26242682024857295
1768,Warren,542,GA,"Bowling Green, KY HUD Metro FMR Area",72931.71316964286,70847.99562857143,0.3839477290906522
1769,Warrick,790,IN,"Evansville, IN-KY MSA",90004.3828125,78267.56976,0.4670357253855261
1770,Wasatch,2832,UT,"Wasatch County, UT",99946.109375,84458.6772,0.4900676275694718
1771,Wasco,2268,OR,"Wasco County, OR",65840.0859375,88622.97047999999,0.18648291669497985
1772,Waseca,1416,MN,"Waseca County, MN",73051.484375,66852.46944,0.42758878038993614
1773,Washakie,3170,WY,"Washakie County, WY",70096.28125,80426.64048,0.27514398422197955
1774,Washburn,3142,WI,"Washburn County, WI",67513.8125,71891.2824,0.3217065866161369
1775,Washington,65,AL,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",70791.30442708333,71715.363256,0.35479460465817947
1776,Washington Parish,1178,LA,"Washington Parish, LA",48156.0859375,66545.45064000001,0.17320332567068072
1777,Washita,2233,OK,"Washita County, OK",67818.78125,73756.66224,0.30818587751444454
1778,Washoe,1784,NV,"Reno, NV MSA",81416.0078125,81642.80544,0.36176108071589574
1779,Washtenaw,1333,MI,"Ann Arbor, MI MSA",104837.9140625,84563.21280000001,0.5289316501840654
1780,Watauga,2012,NC,"Watauga County, NC",75930.703125,73774.62048,0.3838196379099128
1781,Watonwan,1418,MN,"Watonwan County, MN",71126.1875,66857.99124,0.4076780505358886
1782,Waukesha,3144,WI,"Milwaukee-Waukesha-West Allis, WI MSA",111023.515625,83046.59088,0.5958756963117195
1783,Waupaca,3145,WI,"Waupaca County, WI",74928.5234375,68886.81216,0.42412738887036705
1784,Waushara,3146,WI,"Waushara County, WI",66457.2109375,70582.79808000001,0.3233882565544237
1785,Wayne,544,GA,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",60654.742919921875,68407.7708925,0.2855580385578178
1786,Waynesboro city,2980,VA,"Staunton-Waynesboro, VA MSA",62955.73046875,71578.55616000001,0.28064283432431353
1787,Weakley,2549,TN,"Weakley County, TN",55245.29296875,57683.697479999995,0.3345393545958934
1788,Webb,2792,TX,"Laredo, TX MSA",51308.4453125,61256.79168,0.2517370318628401
1789,Weber,2835,UT,"Ogden-Clearfield, UT HUD Metro FMR Area",79465.0390625,71960.92308000001,0.43555225610085413
1790,Webster,545,GA,"Springfield, MO HUD Metro FMR Area",57903.74720982143,66674.59779428571,0.27300547269566233
1791,Webster Parish,1179,LA,"Webster Parish, LA HUD Metro FMR Area",39493.78515625,65923.69392,0.08733946356233478
1792,Weld,307,CO,"Greeley, CO MSA",86818.140625,85381.90464,0.37527007820969066
1793,Wells,793,IN,"Fort Wayne, IN MSA",76524.72265625,68238.70746,0.4473706585224786
1794,West Baton Rouge Parish,1180,LA,"Baton Rouge, LA HUD Metro FMR Area",78227.71875,74066.6274,0.4023987565686822
1795,West Carroll Parish,1181,LA,"West Carroll Parish, LA",51323.84765625,65083.74552,0.2179533239348346
1796,West Feliciana Parish,1182,LA,"Baton Rouge, LA HUD Metro FMR Area",88340.921875,72586.85231999999,0.5132713405976199
1797,Westchester,1915,NY,"Westchester County, NY Statutory Exception Area",128014.40625,122778.32076,0.3930704881886005
1798,Westmoreland,2336,PA,"Pittsburgh, PA HUD Metro FMR Area",78016.1875,71330.59277999999,0.42827811108399544
1799,Weston,3171,WY,"Weston County, WY",80177.65625,85757.51796,0.31882862179700405
1800,Wetzel,3073,WV,"Wetzel County, WV",53818.0078125,73706.78916,0.17768796085722766
1801,Wexford,1335,MI,"Wexford County, MI",57393.4140625,63295.266240000004,0.29940688358083173
1802,Wharton,2793,TX,"Wharton County, TX",63081.00390625,60823.081079999996,0.3892631016841793
1803,Whatcom,3019,WA,"Bellingham, WA MSA",83326.9296875,83566.61328,0.36169887585024235
1804,Wheatland,1674,MT,"Wheatland County, MT",50699.53515625,71177.99436,0.16537000816063507
1805,Wheeler,546,GA,"Wheeler County, GA",56555.26953125,70578.96171,0.22672298107052768
1806,White,184,AR,"White County, AR",60831.84375,64481.605272,0.32466251310620337
1807,White Pine,1785,NV,"White Pine County, NV",74175.859375,73816.0158,0.3670358569321083
1808,Whiteside,699,IL,"Whiteside County, IL",69989.4921875,68201.5824,0.3817448342788868
1809,Whitfield,548,GA,"Dalton, GA HUD Metro FMR Area",57704.54296875,64150.04231999999,0.2944220170501596
1810,Whitley,795,IN,"Fort Wayne, IN MSA",63751.521484375,65108.786340000006,0.34930738201053635
1811,Whitman,3020,WA,"Whitman County, WA",73667.578125,68633.85444,0.4142273899037893
1812,Wibaux,1675,MT,"Wibaux County, MT",70594.2890625,81244.71996,0.2733200264646868
1813,Wichita,996,KS,"Wichita County, KS",64781.427734375,66213.17502,0.34877169500245625
1814,Wicomico,1225,MD,"Salisbury, MD HUD Metro FMR Area",71676.5625,71789.78748,0.3625887122216888
1815,Wilbarger,2796,TX,"Wilbarger County, TX",56311.140625,59902.519799999995,0.3223520181048546
1816,Wilcox,66,AL,"Wilcox County, AL",47167.255859375,62891.27652,0.1913473170991629
1817,Wilkes,550,GA,"Wilkes County, GA",58020.8046875,61917.26274,0.32030053439995115
1818,Wilkin,1419,MN,"Wilkin County, MN",76825.0703125,65993.67252,0.4768027449055811
1819,Wilkinson,551,GA,"Wilkinson County, GA",44971.900390625,59727.70278000001,0.19339295879136628
1820,Will,700,IL,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",104613.0390625,89982.38796,0.47574595936732594
1821,Willacy,2797,TX,"Willacy County, TX",41038.12890625,57755.19012,0.16417126021218495
1822,Williams,2070,ND,"Williams County, ND",84613.03125,66226.43586,0.5550369582233602
1823,Williamsburg,2390,SC,"Williamsburg County, SC",48268.01171875,56143.3014,0.2669922774076481
1824,Williamsburg city,2981,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",88563.75,82897.3878,0.410789511744572
1825,Williamson,701,IL,"Austin-Round Rock, TX MSA",100823.02083333333,84878.21644,0.4931570258155037
1826,Wilson,997,KS,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",75459.9052734375,70004.97273000001,0.41738446176367755
1827,Winchester city,2982,VA,"Winchester, VA-WV MSA",71218.6015625,80033.98488,0.2877567721005031
1828,Windham,322,CT,"Windham County, CT HUD Metro FMR Area",79753.578125,77781.6264,0.3811502311800643
1829,Windsor,2849,VT,"Windsor County, VT",83256.0859375,84412.35732,0.3542343707270683
1830,Winkler,2800,TX,"Winkler County, TX",64646.9140625,61295.844240000006,0.4013580020135996
1831,Winn Parish,1183,LA,"Winn Parish, LA",50477.7421875,63650.98763999999,0.22102588821122493
1832,Winnebago,702,IA,"Oshkosh-Neenah, WI MSA",72720.84635416667,68826.1918,0.402678891453786
1833,Winneshiek,891,IA,"Winneshiek County, IA",84009.7734375,66788.1624,0.5414047339243789
1834,Winona,1420,MN,"Winona County, MN",80798.890625,69847.39512,0.4717462760732914
1835,Winston,67,AL,"Winston County, AL",47433.716796875,63291.648239999995,0.1909791158651667
1836,Wirt,3074,WV,"Parkersburg-Vienna, WV MSA",56578.11328125,68806.6128,0.24117840209175204
1837,Wise,2801,TX,"Wise County, TX HUD Metro FMR Area",64374.291015625,69459.60828,0.3132132015466445
1838,Wolfe,1118,KY,"Wolfe County, KY",36599.16015625,60578.11152,0.0908419054072666
1839,Wood,2157,OH,"Parkersburg-Vienna, WV MSA",71207.3046875,69261.32007,0.38304146586136495
1840,Woodbury,892,IA,"Sioux City, IA-NE-SD HUD Metro FMR Area",72391.234375,68399.74068,0.40389790748234544
1841,Woodford,703,IL,"Lexington-Fayette, KY MSA",83847.01953125,77221.83786,0.4228103774797685
1842,Woodruff,185,AR,"Woodruff County, AR",54531.65234375,59010.295920000004,0.31136364701076263
1843,Woods,2234,OK,"Woods County, OK",79055.3359375,70010.46852,0.45272357416096093
1844,Woodson,998,KS,"Woodson County, KS",55867.55078125,63875.466839999994,0.2772647463156123
1845,Woodward,2235,OK,"Woodward County, OK",78111.6875,76429.73352,0.37884405220816664
1846,Worcester,1226,MA,"Worcester County, MD HUD Metro FMR Area",90645.63671875,81879.18342,0.43747204515024324
1847,Worth,552,GA,"Albany, GA MSA",64401.502604166664,65990.97004,0.3470741573995304
1848,Wrangell City and Borough,94,AK,"Wrangell City and Borough, AK",71467.09375,76725.6942,0.31643543593467216
1849,Wright,894,IA,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",70192.80078125,70232.13904000001,0.36328972970824175
1850,Wyandot,2158,OH,"Wyandot County, OH",69534.609375,60891.7662,0.4615080203050094
1851,Wyandotte,999,KS,"Kansas City, MO-KS HUD Metro FMR Area",56866.65234375,75127.91664,0.19613778509134205
1852,Wyoming,1916,NY,"Scranton--Wilkes-Barre, PA MSA",65681.26953125,74797.7946,0.2796670710223598
1853,Wythe,2943,VA,"Wythe County, VA",63653.97265625,64776.57468,0.35173064446075486
1854,Yadkin,2016,NC,"Winston-Salem, NC HUD Metro FMR Area",57173.67578125,63958.65384,0.2905563338614979
1855,Yakima,3021,WA,"Yakima, WA MSA",60888.73046875,72629.21988,0.2522569441149396
1856,Yakutat City and Borough,95,AK,"Yakutat City and Borough, AK",80220.78125,83038.57032,0.34028675268234543
1857,Yalobusha,1503,MS,"Yalobusha County, MS",51774.62109375,61138.4742,0.2581098477783929
1858,Yamhill,2271,OR,"Portland-Vancouver-Hillsboro, OR-WA MSA",77960.7421875,91955.65752,0.2587757501176885
1859,Yancey,2017,NC,"Yancey County, NC",58108.0859375,67500.1248,0.2677712571038411
1860,Yankton,2456,SD,"Yankton County, SD",72908.7578125,67360.03944,0.4204530284448169
1861,Yates,1917,NY,"Yates County, NY HUD Metro FMR Area",75744.8515625,77515.77228,0.3479289756777318
1862,Yavapai,110,AZ,"Prescott, AZ MSA",66341.1796875,83223.32424,0.2238567245928847
1863,Yazoo,1504,MS,"Yazoo County, MS HUD Metro FMR Area",46371.46484375,63341.87243999999,0.17901052197015793
1864,Yell,186,AR,"Yell County, AR",52154.546875,59311.61808,0.28050335999953585
1865,Yellow Medicine,1422,MN,"Yellow Medicine County, MN",73487.8828125,66484.5612,0.43628089666760406
1866,Yellowstone,1676,MT,"Billings, MT HUD Metro FMR Area",79544.109375,76139.33232,0.3944979859113245
1867,Yoakum,2803,TX,"Yoakum County, TX",75549.75,61869.049439999995,0.516087654246742
1868,Yolo,243,CA,"Yolo, CA HUD Metro FMR Area",92573.5,91093.08696,0.37487743017693803
1869,York,1201,ME,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",87390.90625,80749.12284,0.4203689691379749
1870,Young,2804,TX,"Young County, TX",68161.7421875,61391.94924,0.43968178786396817
1871,Yuba,244,CA,"Yuba City, CA MSA",69110.5234375,77589.81684,0.2883508564955576
1872,Yukon-Koyukuk Census Area,96,AK,"Yukon-Koyukuk Census Area, AK",52926.72265625,72821.8956,0.17536743738389923
1873,Yuma,111,AZ,"Yuma County, CO",53190.6171875,72590.82953999999,0.17946775536391987
1874,Zapata,2805,TX,"Zapata County, TX",43533.31640625,57694.802879999996,0.19449307458960094
1875,Zavala,2806,TX,"Zavala County, TX",37248.11328125,57638.786159999996,0.11983824341598577
1876,Ziebach,2457,SD,"Ziebach County, SD",40431.27734375,72168.76644,0.06056099566596589
